date,sector,k_month,obligors,defaulted,monthly_equivalent_default_rate
2001-05-31,Energy,1,1879,6,0.0031931878658861094
2001-05-31,Finance,1,2104,7,0.003326996197718631
2001-05-31,Healthcare,1,2079,4,0.001924001924001924
2001-05-31,Technology,1,2171,6,0.0027637033625057578
2001-05-31,Utilities,1,2066,8,0.003872216844143272
2001-06-30,Basic Materials,1,1780,7,0.003932584269662922
2001-06-30,Capital Goods,1,1938,8,0.0041279669762641896
2001-06-30,Consumer,1,1849,2,0.001081665765278529
2001-06-30,Energy,1,1979,6,0.003031834259727135
2001-06-30,Finance,1,1968,14,0.007113821138211382
2001-06-30,Healthcare,1,2062,4,0.0019398642095053346
2001-06-30,Technology,1,2183,2,0.0009161704076958314
2001-06-30,Utilities,1,2163,1,0.0004623208506703652
2001-07-31,Basic Materials,1,1842,4,0.002171552660152009
2001-07-31,Capital Goods,1,1725,4,0.002318840579710145
2001-07-31,Consumer,1,1925,6,0.003116883116883117
2001-07-31,Energy,1,1949,4,0.002052334530528476
2001-07-31,Finance,1,2009,12,0.005973120955699353
2001-07-31,Healthcare,1,2019,15,0.007429420505200594
2001-07-31,Technology,1,2069,4,0.0019333011116481392
2001-07-31,Utilities,1,2039,3,0.0014713094654242277
2001-08-31,Basic Materials,1,1570,1,0.0006369426751592356
2001-08-31,Capital Goods,1,1832,2,0.001091703056768559
2001-08-31,Consumer,1,1920,12,0.00625
2001-08-31,Energy,1,1937,6,0.003097573567372225
2001-08-31,Finance,1,1960,7,0.0035714285714285713
2001-08-31,Healthcare,1,2081,5,0.002402691013935608
2001-08-31,Technology,1,2129,2,0.0009394081728511038
2001-08-31,Utilities,1,2013,4,0.001987083954297069
2001-09-30,Basic Materials,1,1735,1,0.0005763688760806917
2001-09-30,Capital Goods,1,1889,5,0.0026469031233456856
2001-09-30,Consumer,1,2008,2,0.00099601593625498
2001-09-30,Energy,1,1919,7,0.0036477331943720686
2001-09-30,Finance,1,2057,11,0.0053475935828877
2001-09-30,Healthcare,1,2026,10,0.004935834155972359
2001-09-30,Technology,1,2024,6,0.0029644268774703555
2001-09-30,Utilities,1,2142,5,0.002334267040149393
2001-10-31,Basic Materials,1,1801,5,0.00277623542476402
2001-10-31,Capital Goods,1,1785,3,0.0016806722689075631
2001-10-31,Consumer,1,1865,8,0.004289544235924933
2001-10-31,Energy,1,1994,19,0.009528585757271816
2001-10-31,Finance,1,2077,16,0.0077034183919114105
2001-10-31,Healthcare,1,1992,4,0.002008032128514056
2001-10-31,Technology,1,1959,1,0.0005104645227156713
2001-10-31,Utilities,1,1976,1,0.0005060728744939271
2001-11-30,Basic Materials,1,1757,0,0.0
2001-11-30,Capital Goods,1,1841,8,0.0043454644215100485
2001-11-30,Consumer,1,1849,3,0.0016224986479177934
2001-11-30,Energy,1,1855,7,0.0037735849056603774
2001-11-30,Finance,1,1870,11,0.0058823529411764705
2001-11-30,Healthcare,1,2129,4,0.0018788163457022077
2001-11-30,Technology,1,2037,6,0.0029455081001472753
2001-11-30,Utilities,1,2068,7,0.0033849129593810446
2001-12-31,Basic Materials,1,1722,2,0.0011614401858304297
2001-12-31,Capital Goods,1,1736,4,0.002304147465437788
2001-12-31,Consumer,1,1849,6,0.003244997295835587
2001-12-31,Energy,1,1957,14,0.007153806847215125
2001-12-31,Finance,1,1775,17,0.009577464788732394
2001-12-31,Healthcare,1,1975,5,0.002531645569620253
2001-12-31,Technology,1,1910,5,0.002617801047120419
2001-12-31,Utilities,1,1903,6,0.0031529164477141357
2002-01-31,Basic Materials,1,1592,6,0.0037688442211055275
2002-01-31,Capital Goods,1,1883,6,0.003186404673393521
2002-01-31,Consumer,1,1992,4,0.002008032128514056
2002-01-31,Energy,1,1883,11,0.005841741901221455
2002-01-31,Finance,1,1849,13,0.007030827474310438
2002-01-31,Healthcare,1,2055,5,0.0024330900243309003
2002-01-31,Technology,1,1974,4,0.002026342451874367
2002-01-31,Utilities,1,2022,5,0.002472799208704253
2002-02-28,Basic Materials,1,1825,5,0.0027397260273972603
2002-02-28,Capital Goods,1,1906,5,0.0026232948583420775
2002-02-28,Consumer,1,1889,5,0.0026469031233456856
2002-02-28,Energy,1,1895,23,0.012137203166226913
2002-02-28,Finance,1,2149,6,0.002791996277338297
2002-02-28,Healthcare,1,1872,3,0.0016025641025641025
2002-02-28,Technology,1,2056,12,0.005836575875486381
2002-02-28,Utilities,1,1956,4,0.002044989775051125
2002-03-31,Basic Materials,1,1781,12,0.00673778775968557
2002-03-31,Capital Goods,1,1733,9,0.0051933064050779
2002-03-31,Consumer,1,1961,8,0.00407955124936257
2002-03-31,Energy,1,1960,10,0.00510204081632653
2002-03-31,Finance,1,1956,11,0.005623721881390593
2002-03-31,Healthcare,1,2071,4,0.001931434089811685
2002-03-31,Technology,1,2083,5,0.002400384061449832
2002-03-31,Utilities,1,1951,6,0.0030753459764223477
2002-04-30,Basic Materials,1,1772,6,0.003386004514672686
2002-04-30,Capital Goods,1,1676,12,0.007159904534606206
2002-04-30,Consumer,1,1729,5,0.002891844997108155
2002-04-30,Energy,1,1881,9,0.004784688995215311
2002-04-30,Finance,1,1859,20,0.010758472296933835
2002-04-30,Healthcare,1,1998,6,0.003003003003003003
2002-04-30,Technology,1,2046,5,0.0024437927663734115
2002-04-30,Utilities,1,2091,2,0.0009564801530368245
2002-05-31,Basic Materials,1,1828,3,0.0016411378555798686
2002-05-31,Capital Goods,1,1815,5,0.0027548209366391185
2002-05-31,Consumer,1,1904,14,0.007352941176470588
2002-05-31,Energy,1,1879,16,0.008515167642362959
2002-05-31,Finance,1,1956,12,0.006134969325153374
2002-05-31,Healthcare,1,1877,7,0.0037293553542887587
2002-05-31,Technology,1,1893,10,0.005282620179609086
2002-05-31,Utilities,1,1949,12,0.0061570035915854285
2002-06-30,Basic Materials,1,1730,9,0.005202312138728324
2002-06-30,Capital Goods,1,1814,5,0.0027563395810363835
2002-06-30,Consumer,1,1960,10,0.00510204081632653
2002-06-30,Energy,1,1910,20,0.010471204188481676
2002-06-30,Finance,1,1936,14,0.007231404958677686
2002-06-30,Healthcare,1,2035,11,0.005405405405405406
2002-06-30,Technology,1,1901,5,0.0026301946344029457
2002-06-30,Utilities,1,1988,2,0.001006036217303823
2002-07-31,Basic Materials,1,1814,6,0.0033076074972436605
2002-07-31,Capital Goods,1,1832,16,0.008733624454148471
2002-07-31,Consumer,1,1822,4,0.0021953896816684962
2002-07-31,Energy,1,2008,25,0.01245019920318725
2002-07-31,Finance,1,1975,12,0.0060759493670886075
2002-07-31,Healthcare,1,1862,4,0.0021482277121374865
2002-07-31,Technology,1,1949,5,0.002565418163160595
2002-07-31,Utilities,1,2025,6,0.002962962962962963
2002-08-31,Basic Materials,1,1897,9,0.004744333157617291
2002-08-31,Capital Goods,1,1776,10,0.00563063063063063
2002-08-31,Consumer,1,1843,5,0.0027129679869777536
2002-08-31,Energy,1,1792,8,0.004464285714285714
2002-08-31,Finance,1,1839,1,0.000543773790103317
2002-08-31,Healthcare,1,1835,1,0.0005449591280653951
2002-08-31,Technology,1,2111,3,0.0014211274277593558
2002-08-31,Utilities,1,1927,6,0.0031136481577581734
2002-09-30,Basic Materials,1,1687,6,0.0035566093657379964
2002-09-30,Capital Goods,1,1807,12,0.006640841173215274
2002-09-30,Consumer,1,1723,8,0.0046430644225188625
2002-09-30,Energy,1,1930,6,0.0031088082901554403
2002-09-30,Finance,1,1845,9,0.004878048780487805
2002-09-30,Healthcare,1,1865,4,0.0021447721179624667
2002-09-30,Technology,1,1881,9,0.004784688995215311
2002-09-30,Utilities,1,2063,3,0.001454192922927775
2002-10-31,Basic Materials,1,1750,8,0.004571428571428572
2002-10-31,Capital Goods,1,1815,7,0.003856749311294766
2002-10-31,Consumer,1,1789,5,0.002794857462269424
2002-10-31,Energy,1,1844,7,0.003796095444685466
2002-10-31,Finance,1,1905,9,0.004724409448818898
2002-10-31,Healthcare,1,2006,7,0.003489531405782652
2002-10-31,Technology,1,1935,6,0.0031007751937984496
2002-10-31,Utilities,1,2003,3,0.0014977533699450823
2002-11-30,Basic Materials,1,1706,6,0.0035169988276670576
2002-11-30,Capital Goods,1,1806,8,0.004429678848283499
2002-11-30,Consumer,1,1789,5,0.002794857462269424
2002-11-30,Energy,1,1887,17,0.009009009009009009
2002-11-30,Finance,1,1822,14,0.007683863885839737
2002-11-30,Healthcare,1,1854,2,0.0010787486515641855
2002-11-30,Technology,1,1882,11,0.005844845908607864
2002-11-30,Utilities,1,1880,3,0.0015957446808510637
2002-12-31,Basic Materials,1,1618,12,0.007416563658838072
2002-12-31,Capital Goods,1,1755,19,0.010826210826210826
2002-12-31,Consumer,1,1905,3,0.0015748031496062992
2002-12-31,Energy,1,1856,46,0.02478448275862069
2002-12-31,Finance,1,1966,5,0.00254323499491353
2002-12-31,Healthcare,1,1791,3,0.0016750418760469012
2002-12-31,Technology,1,2074,1,0.00048216007714561236
2002-12-31,Utilities,1,2032,2,0.000984251968503937
2003-01-31,Basic Materials,1,1686,9,0.005338078291814947
2003-01-31,Capital Goods,1,1717,11,0.0064065230052417
2003-01-31,Consumer,1,1867,10,0.005356186395286556
2003-01-31,Energy,1,1841,27,0.014665942422596416
2003-01-31,Finance,1,1868,16,0.008565310492505354
2003-01-31,Healthcare,1,1891,3,0.0015864621893178213
2003-01-31,Technology,1,1960,5,0.002551020408163265
2003-01-31,Utilities,1,1992,1,0.000502008032128514
2003-02-28,Basic Materials,1,1661,8,0.00481637567730283
2003-02-28,Capital Goods,1,1613,7,0.0043397396156230625
2003-02-28,Consumer,1,1995,10,0.005012531328320802
2003-02-28,Energy,1,1780,14,0.007865168539325843
2003-02-28,Finance,1,1891,14,0.007403490216816499
2003-02-28,Healthcare,1,1875,12,0.0064
2003-02-28,Technology,1,1958,11,0.0056179775280898875
2003-02-28,Utilities,1,2026,14,0.006910167818361303
2003-03-31,Basic Materials,1,1730,19,0.010982658959537572
2003-03-31,Capital Goods,1,1673,11,0.00657501494321578
2003-03-31,Consumer,1,1852,4,0.0021598272138228943
2003-03-31,Energy,1,1865,21,0.011260053619302948
2003-03-31,Finance,1,1871,28,0.014965259219668627
2003-03-31,Healthcare,1,1860,11,0.005913978494623656
2003-03-31,Technology,1,1933,8,0.004138644593895499
2003-03-31,Utilities,1,1966,4,0.002034587995930824
2003-04-30,Basic Materials,1,1754,15,0.00855188141391106
2003-04-30,Capital Goods,1,1599,18,0.01125703564727955
2003-04-30,Consumer,1,1727,7,0.004053271569195136
2003-04-30,Energy,1,1710,26,0.0152046783625731
2003-04-30,Finance,1,1789,23,0.012856344326439352
2003-04-30,Healthcare,1,1838,8,0.004352557127312296
2003-04-30,Technology,1,1792,7,0.00390625
2003-04-30,Utilities,1,1991,11,0.0055248618784530384
2003-05-31,Basic Materials,1,1803,9,0.004991680532445923
2003-05-31,Capital Goods,1,1706,9,0.005275498241500586
2003-05-31,Consumer,1,1671,3,0.0017953321364452424
2003-05-31,Energy,1,1714,22,0.012835472578763127
2003-05-31,Finance,1,1795,30,0.016713091922005572
2003-05-31,Healthcare,1,1912,7,0.0036610878661087866
2003-05-31,Technology,1,1861,4,0.0021493820526598604
2003-05-31,Utilities,1,2056,14,0.006809338521400778
2003-06-30,Basic Materials,1,1591,9,0.0056568196103079825
2003-06-30,Capital Goods,1,1725,22,0.012753623188405797
2003-06-30,Consumer,1,1713,5,0.002918855808523059
2003-06-30,Energy,1,1759,20,0.01137009664582149
2003-06-30,Finance,1,1611,22,0.013656114214773432
2003-06-30,Healthcare,1,1872,3,0.0016025641025641025
2003-06-30,Technology,1,1886,6,0.003181336161187699
2003-06-30,Utilities,1,2026,7,0.0034550839091806516
2003-07-31,Basic Materials,1,1667,12,0.007198560287942412
2003-07-31,Capital Goods,1,1641,6,0.003656307129798903
2003-07-31,Consumer,1,1801,6,0.003331482509716824
2003-07-31,Energy,1,1699,24,0.014125956444967627
2003-07-31,Finance,1,1762,25,0.014188422247446084
2003-07-31,Healthcare,1,1888,2,0.001059322033898305
2003-07-31,Technology,1,1957,4,0.002043944813490036
2003-07-31,Utilities,1,2084,8,0.003838771593090211
2003-08-31,Basic Materials,1,1636,8,0.004889975550122249
2003-08-31,Capital Goods,1,1806,5,0.0027685492801771874
2003-08-31,Consumer,1,1677,5,0.0029815146094215863
2003-08-31,Energy,1,1743,12,0.0068846815834767644
2003-08-31,Finance,1,1827,10,0.005473453749315818
2003-08-31,Healthcare,1,1884,0,0.0
2003-08-31,Technology,1,1920,5,0.0026041666666666665
2003-08-31,Utilities,1,2011,7,0.0034808552958727
2003-09-30,Basic Materials,1,1599,2,0.0012507817385866166
2003-09-30,Capital Goods,1,1549,7,0.004519044544867657
2003-09-30,Consumer,1,1682,1,0.0005945303210463733
2003-09-30,Energy,1,1717,9,0.0052417006406523005
2003-09-30,Finance,1,1777,7,0.0039392234102419805
2003-09-30,Healthcare,1,1825,3,0.0016438356164383563
2003-09-30,Technology,1,2036,2,0.0009823182711198428
2003-09-30,Utilities,1,2073,3,0.001447178002894356
2003-10-31,Basic Materials,1,1710,12,0.007017543859649123
2003-10-31,Capital Goods,1,1730,10,0.005780346820809248
2003-10-31,Consumer,1,1692,3,0.0017730496453900709
2003-10-31,Energy,1,1791,5,0.0027917364600781687
2003-10-31,Finance,1,1868,10,0.0053533190578158455
2003-10-31,Healthcare,1,2006,3,0.0014955134596211367
2003-10-31,Technology,1,1834,4,0.0021810250817884407
2003-10-31,Utilities,1,2078,1,0.00048123195380173246
2003-11-30,Basic Materials,1,1668,4,0.002398081534772182
2003-11-30,Capital Goods,1,1781,6,0.003368893879842785
2003-11-30,Consumer,1,1620,1,0.0006172839506172839
2003-11-30,Energy,1,1707,12,0.007029876977152899
2003-11-30,Finance,1,1726,5,0.0028968713789107765
2003-11-30,Healthcare,1,1891,2,0.0010576414595452142
2003-11-30,Technology,1,1972,3,0.0015212981744421906
2003-11-30,Utilities,1,1932,0,0.0
2003-12-31,Basic Materials,1,1754,8,0.004561003420752566
2003-12-31,Capital Goods,1,1607,5,0.0031113876789047915
2003-12-31,Consumer,1,1696,5,0.00294811320754717
2003-12-31,Energy,1,1763,6,0.003403289846851957
2003-12-31,Finance,1,1828,15,0.008205689277899343
2003-12-31,Healthcare,1,1857,3,0.0016155088852988692
2003-12-31,Technology,1,1871,2,0.0010689470871191875
2003-12-31,Utilities,1,2098,3,0.0014299332697807435
2004-01-31,Basic Materials,1,1481,4,0.0027008777852802163
2004-01-31,Capital Goods,1,1449,6,0.004140786749482402
2004-01-31,Consumer,1,1772,2,0.001128668171557562
2004-01-31,Energy,1,1824,8,0.0043859649122807015
2004-01-31,Finance,1,1785,10,0.0056022408963585435
2004-01-31,Healthcare,1,1981,0,0.0
2004-01-31,Technology,1,1975,3,0.0015189873417721519
2004-01-31,Utilities,1,1997,9,0.004506760140210316
2004-02-29,Basic Materials,1,1490,3,0.0020134228187919465
2004-02-29,Capital Goods,1,1629,4,0.0024554941682013503
2004-02-29,Consumer,1,1637,3,0.0018326206475259622
2004-02-29,Energy,1,1711,11,0.006428988895382817
2004-02-29,Finance,1,1776,7,0.003941441441441441
2004-02-29,Healthcare,1,1943,1,0.000514668039114771
2004-02-29,Technology,1,1972,1,0.0005070993914807302
2004-02-29,Utilities,1,2070,13,0.006280193236714976
2004-03-31,Basic Materials,1,1626,6,0.0036900369003690036
2004-03-31,Capital Goods,1,1586,8,0.005044136191677175
2004-03-31,Consumer,1,1730,6,0.003468208092485549
2004-03-31,Energy,1,1586,11,0.0069356872635561164
2004-03-31,Finance,1,1806,10,0.005537098560354375
2004-03-31,Healthcare,1,1969,3,0.0015236160487557136
2004-03-31,Technology,1,1881,5,0.002658160552897395
2004-03-31,Utilities,1,2005,5,0.0024937655860349127
2004-04-30,Basic Materials,1,1513,5,0.003304692663582287
2004-04-30,Capital Goods,1,1641,8,0.004875076173065204
2004-04-30,Consumer,1,1659,5,0.0030138637733574444
2004-04-30,Energy,1,1677,3,0.0017889087656529517
2004-04-30,Finance,1,1862,7,0.0037593984962406013
2004-04-30,Healthcare,1,1807,2,0.0011068068622025456
2004-04-30,Technology,1,1821,2,0.001098297638660077
2004-04-30,Utilities,1,2134,7,0.0032802249297094657
2004-05-31,Basic Materials,1,1554,6,0.003861003861003861
2004-05-31,Capital Goods,1,1653,3,0.0018148820326678765
2004-05-31,Consumer,1,1729,4,0.002313475997686524
2004-05-31,Energy,1,1648,8,0.0048543689320388345
2004-05-31,Finance,1,1656,16,0.00966183574879227
2004-05-31,Healthcare,1,1871,2,0.0010689470871191875
2004-05-31,Technology,1,2062,5,0.0024248302618816685
2004-05-31,Utilities,1,2051,3,0.0014627011214041932
2004-06-30,Basic Materials,1,1591,6,0.003771213073538655
2004-06-30,Capital Goods,1,1647,12,0.007285974499089253
2004-06-30,Consumer,1,1744,6,0.0034403669724770644
2004-06-30,Energy,1,1595,6,0.003761755485893417
2004-06-30,Finance,1,1817,7,0.003852504127682994
2004-06-30,Healthcare,1,1805,5,0.002770083102493075
2004-06-30,Technology,1,1911,2,0.0010465724751439038
2004-06-30,Utilities,1,2143,1,0.0004666355576294914
2004-07-31,Basic Materials,1,1484,5,0.0033692722371967657
2004-07-31,Capital Goods,1,1648,12,0.007281553398058253
2004-07-31,Consumer,1,1706,3,0.0017584994138335288
2004-07-31,Energy,1,1768,7,0.003959276018099547
2004-07-31,Finance,1,1605,11,0.006853582554517134
2004-07-31,Healthcare,1,1884,3,0.0015923566878980893
2004-07-31,Technology,1,1828,3,0.0016411378555798686
2004-07-31,Utilities,1,2090,4,0.0019138755980861245
2004-08-31,Basic Materials,1,1495,3,0.002006688963210702
2004-08-31,Capital Goods,1,1505,8,0.0053156146179402
2004-08-31,Consumer,1,1732,5,0.002886836027713626
2004-08-31,Energy,1,1710,6,0.0035087719298245615
2004-08-31,Finance,1,1682,13,0.0077288941736028535
2004-08-31,Healthcare,1,1816,1,0.0005506607929515419
2004-08-31,Technology,1,1842,1,0.0005428881650380022
2004-08-31,Utilities,1,2068,4,0.0019342359767891683
2004-09-30,Basic Materials,1,1568,1,0.0006377551020408163
2004-09-30,Capital Goods,1,1545,6,0.003883495145631068
2004-09-30,Consumer,1,1635,8,0.004892966360856269
2004-09-30,Energy,1,1667,11,0.0065986802639472104
2004-09-30,Finance,1,1800,17,0.009444444444444445
2004-09-30,Healthcare,1,1795,3,0.001671309192200557
2004-09-30,Technology,1,2010,6,0.0029850746268656717
2004-09-30,Utilities,1,2086,6,0.0028763183125599234
2004-10-31,Basic Materials,1,1543,3,0.0019442644199611147
2004-10-31,Capital Goods,1,1627,8,0.004917025199754148
2004-10-31,Consumer,1,1604,1,0.0006234413965087282
2004-10-31,Energy,1,1728,5,0.0028935185185185184
2004-10-31,Finance,1,1761,3,0.0017035775127768314
2004-10-31,Healthcare,1,2035,20,0.009828009828009828
2004-10-31,Technology,1,2106,12,0.005698005698005698
2004-10-31,Utilities,1,2046,7,0.003421309872922776
2004-11-30,Basic Materials,1,1673,6,0.0035863717872086074
2004-11-30,Capital Goods,1,1596,5,0.003132832080200501
2004-11-30,Consumer,1,1582,9,0.005689001264222503
2004-11-30,Energy,1,1607,11,0.006845052893590542
2004-11-30,Finance,1,1668,13,0.0077937649880095924
2004-11-30,Healthcare,1,1842,9,0.004885993485342019
2004-11-30,Technology,1,2029,9,0.004435682602267127
2004-11-30,Utilities,1,2183,4,0.0018323408153916628
2004-12-31,Basic Materials,1,1490,3,0.0020134228187919465
2004-12-31,Capital Goods,1,1559,12,0.007697241821680564
2004-12-31,Consumer,1,1629,6,0.003683241252302026
2004-12-31,Energy,1,1772,0,0.0
2004-12-31,Finance,1,1725,8,0.00463768115942029
2004-12-31,Healthcare,1,1907,6,0.003146303093864709
2004-12-31,Technology,1,2041,8,0.0039196472317491425
2004-12-31,Utilities,1,2060,5,0.0024271844660194173
2005-01-31,Basic Materials,1,1500,1,0.0006666666666666666
2005-01-31,Capital Goods,1,1678,9,0.005363528009535161
2005-01-31,Consumer,1,1589,3,0.0018879798615481435
2005-01-31,Energy,1,1630,10,0.006134969325153374
2005-01-31,Finance,1,1699,5,0.002942907592701589
2005-01-31,Healthcare,1,1789,3,0.0016769144773616546
2005-01-31,Technology,1,1991,9,0.0045203415369161224
